conceptId,conceptName
43204864,clopidogrel 75 MG [CLOPIDOGREL BOUCHARA]
43204865,clopidogrel 75 MG [CLOPIDOGREL CRISTERS]
41141943,clopidogrel 75 MG [Clopidogrel Ct]
41173011,clopidogrel 75 MG [Clopidogrel Denk]
41173010,clopidogrel 75 MG [Clopidogrel Dexcel]
43839533,clopidogrel 75 MG [Clopidogrel Dr. Reddy'S]
40954245,clopidogrel 75 MG [Clopidogrel Dura]
43204866,clopidogrel 75 MG [CLOPIDOGREL EG]
43182908,clopidogrel 75 MG [CLOPIDOGREL EVOLUGEN]
41297425,clopidogrel 75 MG [Clopidogrel Gib]
43767340,clopidogrel 75 MG [Clopidogrel G.L]
41141942,clopidogrel 75 MG [Clopidogrel Hcs]
41297424,clopidogrel 75 MG [Clopidogrel Hennig]
40922976,clopidogrel 75 MG [Clopidogrel Heumann]
41141941,clopidogrel 75 MG [Clopidogrel Hormosan]
41173009,clopidogrel 75 MG [Clopidogrel Hydrochlorid Hexal]
43138882,clopidogrel 75 MG [CLOPIDOGREL ISOMED]
43204867,clopidogrel 75 MG [CLOPIDOGREL KRKA]
40829523,clopidogrel 75 MG [Clopidogrel Macleods]
43204868,clopidogrel 75 MG [CLOPIDOGREL MYLAN]
41047775,clopidogrel 75 MG [Clopidogrel Pentafarma]
43161011,clopidogrel 75 MG [CLOPIDOGREL PHR LAB]
40954244,clopidogrel 75 MG [Clopidogrel Puren]
41204564,clopidogrel 75 MG [Clopidogrel Q]
43193866,clopidogrel 75 MG [CLOPIDOGREL QUALIMED]
43182909,clopidogrel 75 MG [CLOPIDOGREL RANBAXY PHARMACIE GENERIQUES]
40985388,clopidogrel 75 MG [Clopidogrel Ratiopharm]
41266370,clopidogrel 75 MG [Clopidogrel Reddys]
43171925,clopidogrel 75 MG [CLOPIDOGREL RPG]
43182910,clopidogrel 75 MG [CLOPIDOGREL SANDOZ]
43803338,clopidogrel 75 MG [Clopidogrel Stada]
41110541,clopidogrel 75 MG [Clopidogrel Tad]
43182911,clopidogrel 75 MG [CLOPIDOGREL TEVA]
41079173,clopidogrel 75 MG [Clopidogrel Winthrop]
43138883,clopidogrel 75 MG [CLOPIDOGREL WYETH]
41079172,clopidogrel 75 MG [Clopidogrel Yes]
43171926,clopidogrel 75 MG [CLOPIDOGREL ZENTIVA]
43138884,clopidogrel 75 MG [CLOPIDOGREL ZF]
43193867,clopidogrel 75 MG [CLOPIDOGREL ZYDUS]
41016465,clopidogrel 75 MG [Clopidolut]
43695565,clopidogrel 75 MG [Clopigamma]
42929051,clopidogrel 75 MG [CLOPIGEL]
42929087,clopidogrel 75 MG [CLOPIGEN]
2063907,clopidogrel 75 MG [CLOPIL]
42929006,clopidogrel 75 MG [CLOPI-LT]
2063908,clopidogrel 75 MG [CLOPIN]
42929036,clopidogrel 75 MG [CLOPINA]
42928999,clopidogrel 75 MG [Clopine]
42929007,clopidogrel 75 MG [CLOPIO]
37593476,clopidogrel 75 MG [Clopipuren]
42929037,clopidogrel 75 MG [CLOPIREL]
42929088,clopidogrel 75 MG [CLOPIRENB]
43695564,clopidogrel 75 MG [Clopises]
43731403,clopidogrel 75 MG [Clopiseta]
2926068,clopidogrel 75 MG [Clopithromb]
42929089,clopidogrel 75 MG [CLORIN]
42929090,clopidogrel 75 MG [CLOSTAR]
2063909,clopidogrel 75 MG [CLOTEC]
42929083,clopidogrel 75 MG [CLO V]
42929008,clopidogrel 75 MG [CLOVEIN]
42929052,clopidogrel 75 MG [CLOVID]
43266153,clopidogrel 75 MG [Clovix]
42929038,clopidogrel 75 MG [CLOVONS]
2063910,clopidogrel 75 MG [CLOWIN]
42929039,clopidogrel 75 MG [CLOZE]
2063911,clopidogrel 75 MG [CLOZEX]
42929091,clopidogrel 75 MG [CLPIDO]
42929009,clopidogrel 75 MG [CLPIDOEM]
2063912,clopidogrel 75 MG [CLPIGREL]
42929010,clopidogrel 75 MG [CLVIX]
2063913,clopidogrel 75 MG [COAGREL]
2063914,clopidogrel 75 MG [COSVIX]
42929092,clopidogrel 75 MG [CRAVIX]
42929040,clopidogrel 75 MG [CREVIX]
2063915,clopidogrel 75 MG [CROPIDO]
42929053,clopidogrel 75 MG [CUROVIX]
42929011,clopidogrel 75 MG [DAEWON CLOPIDOGREL]
43161012,clopidogrel 75 MG Delayed Release Oral Tablet
42876236,clopidogrel 75 MG Delayed Release Oral Tablet Box of 10
43193868,clopidogrel 75 MG Delayed Release Oral Tablet Box of 100
41261500,clopidogrel 75 MG Delayed Release Oral Tablet Box of 100 by AAA-Pharma
42876240,clopidogrel 75 MG Delayed Release Oral Tablet Box of 100 by Aristo
43036794,clopidogrel 75 MG Delayed Release Oral Tablet Box of 100 by Arrow
1970980,clopidogrel 75 MG Delayed Release Oral Tablet Box of 100 by Glenmark
36035586,clopidogrel 75 MG Delayed Release Oral Tablet Box of 100 by Hecgmbh
42876237,clopidogrel 75 MG Delayed Release Oral Tablet Box of 10 by Hennig
36937020,clopidogrel 75 MG Delayed Release Oral Tablet Box of 14
36937091,clopidogrel 75 MG Delayed Release Oral Tablet Box of 14 by Medreich
41180570,clopidogrel 75 MG Delayed Release Oral Tablet Box of 20
41055214,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28
41055213,clopidogrel 75 MG Delayed Release Oral Tablet Box of 280
42876238,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by 1 A
35747947,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by A A H
35773155,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Accord
35756319,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Actavis
35764601,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Alliance
35764600,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Almus
35773157,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Arrow Generics
35752077,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Aspire
35752078,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Consilient
35747948,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by DE
35773153,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Dexcel-Pharma
35760478,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Dowelhurst
35760479,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Dr Reddy's
1970976,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Glenmark
36035584,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Hecgmbh
35773154,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Kent
36969062,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by KRKA
35773152,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Macleods
35760481,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Mawdsley-Brooks
36955824,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Medreich
35773151,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Milpharm
36945336,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by NorthStar Healthcare Unlimited Company
35773156,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Phoenix Labs
36035583,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Ratiopharm
36957888,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Relonchem
35764602,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Sandoz
36955182,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Sigma
35760480,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Sigma-Tau
35756320,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by TEVA
36950585,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Torrent
35768801,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Waymade
35743763,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Wockhardt
35752076,clopidogrel 75 MG Delayed Release Oral Tablet Box of 28 by Zentiva
43215780,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30
35756318,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by A A H
35768798,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Accord
35752073,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Actavis
35764599,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Alliance
43036791,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Alter
43036786,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Archie Samuel
43036792,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Arrow
35743762,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Arrow Generics
35743761,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Aspire
43036783,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Biogaran
43036790,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Bouchara-Recordati
35752075,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Consilient
43036788,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Cristers
35752074,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by DE
35747945,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Dr Reddy's
43036782,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Eurogenerics
43036785,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Evolupharm
35747946,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Kent
43036787,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by KRKA
35773149,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Mawdsley-Brooks
35742269,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Mylan
35768799,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Phoenix Labs
43036780,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Ranbaxy
43036784,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Sandoz
43036781,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by TEVA
36963947,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Torrent
35743760,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Waymade
35752072,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Wockhardt
43036779,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Zentiva
43036789,clopidogrel 75 MG Delayed Release Oral Tablet Box of 30 by Zydus
43138885,clopidogrel 75 MG Delayed Release Oral Tablet Box of 50
42876239,clopidogrel 75 MG Delayed Release Oral Tablet Box of 50 by 1 A
43036793,clopidogrel 75 MG Delayed Release Oral Tablet Box of 50 by Arrow
1970978,clopidogrel 75 MG Delayed Release Oral Tablet Box of 50 by Glenmark
36035585,clopidogrel 75 MG Delayed Release Oral Tablet Box of 50 by Hecgmbh
43036743,clopidogrel 75 MG Delayed Release Oral Tablet Box of 50 by Mylan
1970977,clopidogrel 75 MG Delayed Release Oral Tablet Box of 50 by Ratiopharm
40899297,clopidogrel 75 MG Delayed Release Oral Tablet Box of 56
40930469,clopidogrel 75 MG Delayed Release Oral Tablet Box of 84
1970979,clopidogrel 75 MG Delayed Release Oral Tablet Box of 84 by Sanofi
36272507,clopidogrel 75 MG Delayed Release Oral Tablet Box of 90
44187601,clopidogrel 75 MG Delayed Release Oral Tablet Box of 98
36507101,clopidogrel 75 MG Delayed Release Oral Tablet by 1 A
35756323,clopidogrel 75 MG Delayed Release Oral Tablet by A A H
35760485,clopidogrel 75 MG Delayed Release Oral Tablet by Accord
35756321,clopidogrel 75 MG Delayed Release Oral Tablet by Actavis
35768802,clopidogrel 75 MG Delayed Release Oral Tablet by Alliance
35752079,clopidogrel 75 MG Delayed Release Oral Tablet by Almus
35752082,clopidogrel 75 MG Delayed Release Oral Tablet by Arrow Generics
35760486,clopidogrel 75 MG Delayed Release Oral Tablet by Aspire
35743764,clopidogrel 75 MG Delayed Release Oral Tablet by Consilient
35764607,clopidogrel 75 MG Delayed Release Oral Tablet by DE
35764606,clopidogrel 75 MG Delayed Release Oral Tablet by Dexcel-Pharma
35752080,clopidogrel 75 MG Delayed Release Oral Tablet by Dowelhurst
35760482,clopidogrel 75 MG Delayed Release Oral Tablet by Dr Reddy's
37593479,clopidogrel 75 MG Delayed Release Oral Tablet by GeneVida
35747950,clopidogrel 75 MG Delayed Release Oral Tablet by Kent
36961734,clopidogrel 75 MG Delayed Release Oral Tablet by KRKA
35756324,clopidogrel 75 MG Delayed Release Oral Tablet by Macleods
35773160,clopidogrel 75 MG Delayed Release Oral Tablet by Mawdsley-Brooks
36921835,clopidogrel 75 MG Delayed Release Oral Tablet by Medreich
35764605,clopidogrel 75 MG Delayed Release Oral Tablet by Milpharm
35760487,clopidogrel 75 MG Delayed Release Oral Tablet by Mylan
36965820,clopidogrel 75 MG Delayed Release Oral Tablet by NorthStar Healthcare Unlimited Company
36956396,clopidogrel 75 MG Delayed Release Oral Tablet by Phoenix Healthcare Distribution
35752081,clopidogrel 75 MG Delayed Release Oral Tablet by Phoenix Labs
36921317,clopidogrel 75 MG Delayed Release Oral Tablet by Relonchem
35773159,clopidogrel 75 MG Delayed Release Oral Tablet by Sandoz
35773158,clopidogrel 75 MG Delayed Release Oral Tablet by Sigma-Tau
35756322,clopidogrel 75 MG Delayed Release Oral Tablet by TEVA
36934539,clopidogrel 75 MG Delayed Release Oral Tablet by Torrent
36930563,clopidogrel 75 MG Delayed Release Oral Tablet by Viatris Healthcare
35760484,clopidogrel 75 MG Delayed Release Oral Tablet by Waymade
35764604,clopidogrel 75 MG Delayed Release Oral Tablet by Wockhardt
35747949,clopidogrel 75 MG Delayed Release Oral Tablet by Zentiva
41066088,clopidogrel 75 MG Delayed Release Oral Tablet [Carder]
41160405,clopidogrel 75 MG Delayed Release Oral Tablet [Carder] Box of 28
41137110,clopidogrel 75 MG Delayed Release Oral Tablet [Carder] Box of 28 by Sigapharm
41097618,clopidogrel 75 MG Delayed Release Oral Tablet [Clopacin]
41128955,clopidogrel 75 MG Delayed Release Oral Tablet [Clopacin] Box of 28
40910184,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidocard 1a Pharma]
44188880,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidocard 1a Pharma] Box of 100
44175296,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidocard 1a Pharma] Box of 100 by 1 A
40972493,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidocard 1a Pharma] Box of 28
41261499,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidocard 1a Pharma] Box of 28 by 1 A
44188879,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidocor Sandoz]
44181290,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidocor Sandoz] Box of 100
44160243,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidocor Sandoz] Box of 100 by Novartis
44170089,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidocor Sandoz] Box of 28
44179054,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidocor Sandoz] Box of 28 by Novartis
40879152,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel 1a Pharma]
41160402,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel 1a Pharma] Box of 100
41323992,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel 1a Pharma] Box of 100 by 1 A
41191540,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel 1a Pharma] Box of 28
41137109,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel 1a Pharma] Box of 28 by 1 A
41003847,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel 1a Pharma] Box of 30
40972492,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel 1a Pharma] Box of 50
43193869,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL ABBOTT]
43138886,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL ABBOTT] Box of 30
43161013,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL ABBOTT] Box of 30 by Abbott
41253592,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Abz]
40941496,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Abz] Box of 100
41042912,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Abz] Box of 100 by AbZ-Pharma
44188878,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Abz] Box of 50
44182798,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Abz] Box of 50 by AbZ-Pharma
40910183,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Actavis]
41160400,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Actavis] Box of 100
40972490,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Actavis] Box of 28
44167797,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Actavis] Box of 28 by Bb Farma
44179053,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Actavis] Box of 28 by Puren
40972491,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Actavis] Box of 50
44170088,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Al]
44185028,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Al] Box of 100
44167796,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Al] Box of 100 by Aliud
43138887,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL ALMUS]
43161014,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL ALMUS] Box of 30
43182912,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL ALMUS] Box of 30 by Biogaran
43149805,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL ALTER]
43149806,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL ALTER] Box of 30
43182913,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL ALTER] Box of 30 by Alter
40848035,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Amneal]
41191538,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Amneal] Box of 100
40848034,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Amneal] Box of 28
41261498,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Amneal] Box of 28 by Amneal
41003845,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Amneal] Box of 50
36268307,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Apotex]
36270796,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Apotex] Box of 100
36271099,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Apotex] Box of 100 by Apotex
36270797,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Apotex] Box of 28
36274038,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Apotex] Box of 28 by Apotex
36268306,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Apotex] Box of 84
36271201,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Apotex] Box of 84 by Apotex
41191536,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Arrow]
40823413,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Arrow] Box of 100
43171929,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Arrow] Box of 100 by Arrow
41003843,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Arrow] Box of 28
43204870,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Arrow] Box of 30
43161015,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Arrow] Box of 30 by Arrow
43138888,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Arrow] Box of 50
43149808,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Arrow] Box of 50 by Arrow
44170087,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Aurobindo]
44166337,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Aurobindo] Box of 30
44175294,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Aurobindo] Box of 30 by Aurobindo
40879150,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Aurus]
41003842,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Aurus] Box of 100
41042911,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Aurus] Box of 100 by Quisisana
44181289,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Aurus] Box of 28
44164035,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Aurus] Box of 28 by Quisisana
41160397,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Axcount]
41284585,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Axcount] Box of 100
41003841,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Axcount] Box of 50
41066085,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Basics]
41003839,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Basics] Box of 100
40918127,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Basics] Box of 100 by Basics
41315870,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Basics] Box of 30
41261497,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Basics] Box of 30 by Basics
41034957,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Basics] Box of 50
41105678,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Basics] Box of 50 by Basics
43149809,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL BGR]
43193870,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL BGR] Box of 30
43171930,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL BGR] Box of 30 by Biogaran
43204872,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL BIOGARAN]
43138889,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL BIOGARAN] Box of 30
43215781,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL BIOGARAN] Box of 30 by Biogaran
41253591,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Biomo]
40910180,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Biomo] Box of 100
40980497,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Biomo] Box of 100 by biomo
41284584,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Biomo] Box of 20
40910181,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Biomo] Box of 50
41261496,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Biomo] Box of 50 by biomo
44162522,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Biomo] Box of 98
44186529,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Biomo] Box of 98 by biomo
43193871,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL BIOSTABILEX]
43215782,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL BIOSTABILEX] Box of 30
43149810,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL BIOSTABILEX] Box of 30 by Sandoz
35412269,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL BIPHAR]
35410705,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL BIPHAR] Box of 30
35407079,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL BIPHAR] Box of 30 by Mylan
43204873,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL BOUCHARA]
43204874,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL BOUCHARA] Box of 30
43182915,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL BOUCHARA] Box of 30 by Bouchara-Recordati
43149811,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL CRISTERS]
43171931,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL CRISTERS] Box of 30
43161016,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL CRISTERS] Box of 30 by Cristers
44185027,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Ct]
44188877,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Ct] Box of 100
44167795,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Ct] Box of 100 by AbZ-Pharma
44185026,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Ct] Box of 28
44171565,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Ct] Box of 28 by AbZ-Pharma
41128953,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Denk]
41284582,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Denk] Box of 100
41074272,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Denk] Box of 100 by Denk
41253589,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Denk] Box of 30
41074273,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Denk] Box of 30 by Denk
41253588,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Dexcel]
40910179,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Dexcel] Box of 100
41137108,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Dexcel] Box of 100 by Dexcel-Pharma
44173813,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Dexcel] Box of 28
44171564,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Dexcel] Box of 28 by Dexcel-Pharma
41034956,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Dura]
44188876,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Dura] Box of 100
44171563,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Dura] Box of 100 by Mylan
41284581,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Dura] Box of 28
41292633,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Dura] Box of 28 by Mylan
43149812,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL EG]
36260594,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL EG] Box of 28
36266433,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL EG] Box of 28 by Eurogenerics
43182916,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL EG] Box of 30
43138890,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL EG] Box of 30 by Eurogenerics
36268304,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL EG] Box of 84
36263799,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL EG] Box of 84 by Eurogenerics
36260593,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL EG] Box of 98
36271420,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL EG] Box of 98 by Eurogenerics
43138891,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL EVOLUGEN]
43138892,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL EVOLUGEN] Box of 30
43204875,clopidogrel 75 MG Delayed Release Oral Tablet [CLOPIDOGREL EVOLUGEN] Box of 30 by Evolupharm
41284580,clopidogrel 75 MG Delayed Release Oral Tablet [Clopidogrel Gib]
